ACCESSION_NUMBER,Business Plan,NAMEOFISSUER,CIK,FILE_NUMBER,amount,SUBMISSION_TYPE_x,FILING_DATE_x
0001608695-17-000005,https://www.sec.gov/Archives/edgar/data/1608695/000160869517000005/FORMCAGRS092217.pdf,"G. Randall & Sons, Inc.",1608695,020-23247,"24,738.80",C/A,20170926
0001608695-18-000001,https://www.sec.gov/Archives/edgar/data/1608695/000160869518000001/2017formCAR.pdf,"G. Randall & Sons, Inc.",1608695,020-23247,"24,738.80",C-AR,20180309
0001608695-18-000002,https://www.sec.gov/Archives/edgar/data/1608695/000160869518000002/2017formCTR.pdf,"G. Randall & Sons, Inc.",1608695,020-23247,"24,738.80",C-TR,20180309
0001665160-19-000207,https://www.sec.gov/Archives/edgar/data/1609319/000166516019000207/offeringmemoformc.pdf,"THATS EATERTAINMENT, CORP.",1609319,020-25190,"95,314",C,20190220
0001665160-19-000535,https://www.sec.gov/Archives/edgar/data/1609319/000166516019000535/offeringmemoformc.pdf,THAT'S EATERTAINMENT CORP.,1609319,020-25190,"95,314",C/A,20190430
0001665160-19-000539,https://www.sec.gov/Archives/edgar/data/1609319/000166516019000539/form_car.pdf,THAT'S EATERTAINMENT CORP.,1609319,020-25190,"95,314",C-AR,20190430
0001199835-20-000117,https://www.sec.gov/Archives/edgar/data/1609319/000119983520000117/annualreport.pdf,THAT'S EATERTAINMENT CORP.,1609319,020-25190,"95,314",C-AR,20200513
0001670254-17-000002,https://www.sec.gov/Archives/edgar/data/1609889/000167025417000002/document_5.pdf,"Motoroso, Inc.",1609889,020-23143,"102,500.00",C,20170106
0001670254-17-000053,https://www.sec.gov/Archives/edgar/data/1609889/000167025417000053/document_5.pdf,"Motoroso, Inc.",1609889,020-23143,"102,500.00",C/A,20170406
0001670254-18-000173,https://www.sec.gov/Archives/edgar/data/1609889/000167025418000173/document_7.pdf,"Motoroso, Inc.",1609889,020-23143,"102,500.00",C-AR,20180427
0001670254-20-000426,https://www.sec.gov/Archives/edgar/data/1609889/000167025420000426/document_7.pdf,"Motoroso, Inc.",1609889,020-23143,"102,500.00",C-AR,20200608
0001670254-18-000454,https://www.sec.gov/Archives/edgar/data/1611161/000167025418000454/document_9.pdf,"WinSanTor, Inc.",1611161,020-24714,"572,649.00",C,20180924
0001670254-19-000062,https://www.sec.gov/Archives/edgar/data/1611161/000167025419000062/document_10.pdf,"WinSanTor, Inc.",1611161,020-24714,"572,649.00",C/A,20190212
0001665160-20-000159,https://www.sec.gov/Archives/edgar/data/1611161/000166516020000159/form_car.pdf,WinSanTor Inc,1611161,020-24714,"572,649.00",C-AR,20200226
0001670254-20-000472,https://www.sec.gov/Archives/edgar/data/1611161/000167025420000472/document_9.pdf,"WinSanTor, Inc.",1611161,020-24714,"572,649.00",C-AR,20200611
0001664526-16-000007,https://www.sec.gov/Archives/edgar/data/1611945/000166452616000007/formc.pdf,"ArtCraft Entertainment, Inc.",1611945,020-23067,"668,000",C,20161115
0001611945-16-000005,https://www.sec.gov/Archives/edgar/data/1611945/000161194516000005/artcraftformca.pdf,"Art Craft Entertainment, Inc.",1611945,020-23067,"668,000",C/A,20161222
0001611945-17-000002,https://www.sec.gov/Archives/edgar/data/1611945/000161194517000002/artcraftformcar.pdf,"Art Craft Entertainment, Inc.",1611945,020-23067,"668,000",C-AR,20170501
0000950123-18-003920,https://www.sec.gov/Archives/edgar/data/1611945/000095012318003920/1.pdf,"Art Craft Entertainment, Inc.",1611945,020-23067,"668,000",C-AR,20180430
0001193125-19-125891,https://www.sec.gov/Archives/edgar/data/1611945/000119312519125891/d739456dex99.pdf,"ArtCraft Entertainment, Inc.",1611945,020-23067,"668,000",C-AR,20190430
0001193125-20-125712,https://www.sec.gov/Archives/edgar/data/1611945/000119312520125712/d857423dex99.pdf,"Art Craft Entertainment, Inc.",1611945,020-23067,"668,000",C-AR,20200429
0001665160-18-000795,https://www.sec.gov/Archives/edgar/data/1617216/000166516018000795/offeringmemoformc.pdf,"Smoke Cartel, Inc.",1617216,020-24568,"134,598",C,20180808
0001665160-16-000088,https://www.sec.gov/Archives/edgar/data/1617365/000166516016000088/gsf_materials.pdf,"Green Sense Farms, LLC",1617365,020-22972,"600,000",C,20160819
0001665160-17-000148,https://www.sec.gov/Archives/edgar/data/1617365/000166516017000148/green_car.pdf,"Green Sense Farms, LLC",1617365,020-22972,"600,000",C-AR,20170502
0001665160-19-000138,https://www.sec.gov/Archives/edgar/data/1621835/000166516019000138/offeringmemoformc.pdf,"Texta, Inc.",1621835,020-25140,"13,625.46",C,20190131
0001665160-19-000138,https://www.sec.gov/Archives/edgar/data/1621835/000166516019000138/offeringmemoformc.pdf,"Texta, Inc.",1621835,020-25140,"12,361.68",C,20190131
0001665160-18-000274,https://www.sec.gov/Archives/edgar/data/1630402/000166516018000274/offeringmemoformc.pdf,"FidoTV Channel, Inc",1630402,020-24145,"42,755.00",C,20180404
0001634025-20-000001,https://www.sec.gov/Archives/edgar/data/1634025/000163402520000001/PittMossFormC2.pdf,PittMoss LLC,1634025,020-26408,"240,477",C,20200515
0001634025-20-000002,https://www.sec.gov/Archives/edgar/data/1634025/000163402520000002/PittMossFormCA1.pdf,PittMoss LLC,1634025,020-26408,"240,477",C/A,20200519
0001635926-18-000004,https://www.sec.gov/Archives/edgar/data/1635926/000163592618000004/formc.pdf,Because Learning,1635926,020-24586,"121,178.00",C,20180815
0001635926-18-000007,https://www.sec.gov/Archives/edgar/data/1635926/000163592618000007/formc.pdf,Because Learning,1635926,020-24586,"121,178.00",C/A,20180911
0001638829-17-000001,https://www.sec.gov/Archives/edgar/data/1638829/000163882917000001/formc.pdf,"MANCAN Wine, LLC",1638829,020-23673,"139,421.67",C,20171016
0001638829-18-000002,https://www.sec.gov/Archives/edgar/data/1638829/000163882918000002/formcar.pdf,"MANCAN WINE, LLC",1638829,020-23673,"139,421.67",C-AR,20180503
0001638829-20-000001,https://www.sec.gov/Archives/edgar/data/1638829/000163882920000001/formc-ar.pdf,"MANCAN Wine, LLC",1638829,020-23673,"139,421.67",C-AR,20200429
0001665160-18-000645,https://www.sec.gov/Archives/edgar/data/1639953/000166516018000645/offeringmemoformc.pdf,Sagoon Inc,1639953,020-24449,"225,561",C,20180702
0001644600-19-000018,https://www.sec.gov/Archives/edgar/data/1639953/000164460019000018/SagoonAnnualReportFinancials.pdf,Sagoon Inc.,1639953,020-24449,"225,561",C-AR,20190501
0001640709-17-000004,https://www.sec.gov/Archives/edgar/data/1640709/000164070917000004/bellhopformc.pdf,"Techotel, Inc.",1640709,020-23575,"107,000",C,20170901
0001640709-18-000001,https://www.sec.gov/Archives/edgar/data/1640709/000164070918000001/formc-ar.pdf,Bellhop Technologies Inc,1640709,020-23575,"107,000",C-AR,20180501
0001640709-19-000002,https://www.sec.gov/Archives/edgar/data/1640709/000164070919000002/formcarbellhop.pdf,Bellhop Technologies Inc.,1640709,020-23575,"107,000",C-AR,20190502
0001640709-20-000004,https://www.sec.gov/Archives/edgar/data/1640709/000164070920000004/formcar.pdf,Bellhop Technologies Inc.,1640709,020-23575,"107,000",C-AR,20200430
0001640709-17-000008,https://www.sec.gov/Archives/edgar/data/1640709/000164070917000008/bellhopformc2.pdf,"Techotel, Inc.",1640709,020-23610,"249,786.00",C,20170925
0001670254-16-000024,https://www.sec.gov/Archives/edgar/data/1641104/000167025416000024/document_13.pdf,Sam Lee Laundry LLC,1641104,020-22843,"476,851.00",C,20160517
0001670254-16-000051,https://www.sec.gov/Archives/edgar/data/1641104/000167025416000051/document_13.pdf,Sam Lee Laundry LLC,1641104,020-22843,"476,851.00",C/A,20160523
0001670254-16-000090,https://www.sec.gov/Archives/edgar/data/1641104/000167025416000090/document_13.pdf,Sam Lee Laundry LLC,1641104,020-22843,"476,851.00",C/A,20160811
0001670254-18-000212,https://www.sec.gov/Archives/edgar/data/1641104/000167025418000212/document_16.pdf,Sam Lee Laundry LLC,1641104,020-22843,"476,851.00",C-AR,20180501
0001670254-19-000281,https://www.sec.gov/Archives/edgar/data/1641104/000167025419000281/document_17.pdf,Sam Lee Laundry LLC,1641104,020-22843,"476,851.00",C-AR,20190424
0001670254-16-000167,https://www.sec.gov/Archives/edgar/data/1641104/000167025416000167/document_13.pdf,Sam Lee Laundry LLC,1641104,020-23036,"270,788.00",C,20161020
0001670254-17-000096,https://www.sec.gov/Archives/edgar/data/1641104/000167025417000096/document_18.pdf,Sam Lee Laundry LLC,1641104,020-23036,"270,788.00",C/A,20170503
0001670254-17-000111,https://www.sec.gov/Archives/edgar/data/1641104/000167025417000111/document_18.pdf,Sam Lee Laundry LLC,1641104,020-23036,"270,788.00",C/A,20170508
0001670254-17-000212,https://www.sec.gov/Archives/edgar/data/1641104/000167025417000212/document_16.pdf,Sam Lee Laundry LLC,1641104,020-23036,"270,788.00",C/A,20170728
0001670254-17-000163,https://www.sec.gov/Archives/edgar/data/1641307/000167025417000163/document_5.pdf,"VAUTE COUTURE, INC.",1641307,020-23422,"355,568.00",C,20170613
0001670254-17-000296,https://www.sec.gov/Archives/edgar/data/1641307/000167025417000296/document_8.pdf,"VAUTE COUTURE, INC.",1641307,020-23422,"355,568.00",C/A,20171027
0001670254-18-000222,https://www.sec.gov/Archives/edgar/data/1641307/000167025418000222/document_9.pdf,"VAUTE COUTURE, INC.",1641307,020-23422,"355,568.00",C-AR,20180503
0001642688-18-000002,https://www.sec.gov/Archives/edgar/data/1642688/000164268818000002/formc.pdf,ROBIN TECHNOLOGIES INC.,1642688,020-24757,"92,798.00",C,20181004
0001642688-18-000004,https://www.sec.gov/Archives/edgar/data/1642688/000164268818000004/formc.pdf,ROBIN TECHNOLOGIES INC.,1642688,020-24757,"92,798.00",C/A,20181119
0001642688-19-000001,https://www.sec.gov/Archives/edgar/data/1642688/000164268819000001/formc-ar.pdf,ROBIN TECHNOLOGIES INC.,1642688,020-24757,"92,798.00",C-AR,20190417
0001665160-17-000551,https://www.sec.gov/Archives/edgar/data/1643599/000166516017000551/offeringmemoformc.pdf,Ube Inc,1643599,020-23730,"72,631",C,20171103
0001665160-17-000562,https://www.sec.gov/Archives/edgar/data/1643599/000166516017000562/plum_ca.pdf,"Ube, Inc",1643599,020-23730,"72,631",C/A,20171107
0001644649-19-000002,https://www.sec.gov/Archives/edgar/data/1644649/000164464919000002/formccombined.pdf,"PenPal News, Inc.",1644649,020-25121,"74,473",C,20190129
0001644649-19-000005,https://www.sec.gov/Archives/edgar/data/1644649/000164464919000005/ppnformcacombined.pdf,"PenPal News, Inc.",1644649,020-25121,"74,473",C/A,20190129
0001664526-16-000005,https://www.sec.gov/Archives/edgar/data/1647487/000166452616000005/formc.pdf,Republic Restoratives LLC,1647487,020-23065,"300,000",C,20161115
0001647487-17-000002,https://www.sec.gov/Archives/edgar/data/1647487/000164748717000002/represtorativesformcar.pdf,Republic Restoratives LLC,1647487,020-23065,"300,000",C-AR,20170501
0001647487-19-000001,https://www.sec.gov/Archives/edgar/data/1647487/000164748719000001/formc-ar.pdf,Republic Restoratives LLC,1647487,020-23065,"300,000",C-AR,20190423
0001647487-19-000002,https://www.sec.gov/Archives/edgar/data/1647487/000164748719000002/formc-ar.pdf,Republic Restoratives LLC,1647487,020-23065,"300,000",C-AR,20190424
0001647487-20-000003,https://www.sec.gov/Archives/edgar/data/1647487/000164748720000003/formc-ar.pdf,Republic Restoratives LLC,1647487,020-23065,"300,000",C-AR,20200410
0001679372-16-000004,https://www.sec.gov/Archives/edgar/data/1647869/000167937216000004/RaceYaFormC.pdf,"RaceYa, Inc.",1647869,020-22931,"88,119",C,20160718
0001647869-16-000002,https://www.sec.gov/Archives/edgar/data/1647869/000164786916000002/RaceYaVideoTranscript.pdf,"RaceYa, Inc.",1647869,020-22931,"88,119",C/A,20160719
0001647869-17-000001,https://www.sec.gov/Archives/edgar/data/1647869/000164786917000001/raceyaformcar.pdf,"RaceYa, Inc.",1647869,020-22931,"88,119",C-AR,20170502
0001648770-18-000003,https://www.sec.gov/Archives/edgar/data/1648770/000164877018000003/balloonrformcfinal.pdf,"Balloonr, Inc.",1648770,020-24386,"186,846",C,20180619
0001648770-18-000005,https://www.sec.gov/Archives/edgar/data/1648770/000164877018000005/formca.pdf,"Balloonr, Inc.",1648770,020-24386,"186,846",C/A,20180703
0001648770-18-000008,https://www.sec.gov/Archives/edgar/data/1648770/000164877018000008/formcaballoonr102218.pdf,"BALLOONR, INC.",1648770,020-24386,"186,846",C/A,20181022
0001670254-17-000172,https://www.sec.gov/Archives/edgar/data/1649519/000167025417000172/document_6.pdf,"Chateau Marcel, Inc.",1649519,020-23435,"48,025.00",C,20170623
0001670254-17-000376,https://www.sec.gov/Archives/edgar/data/1649519/000167025417000376/document_6.pdf,"Chateau Marcel, Inc.",1649519,020-23435,"48,025.00",C/A,20171218
0001649856-17-000002,https://www.sec.gov/Archives/edgar/data/1649856/000164985617000002/formc.pdf,Greensbury Market Corp.,1649856,020-23601,"116,500",C,20170919
0001522456-18-000002,https://www.sec.gov/Archives/edgar/data/1649856/000152245618000002/greensburyformcar.pdf,"Greensbury Market, Corp.",1649856,020-23601,"116,500",C-AR,20180430
0001649856-19-000001,https://www.sec.gov/Archives/edgar/data/1649856/000164985619000001/greensburycar.pdf,"Greensbury Market, Corp.",1649856,020-23601,"116,500",C-AR,20190430
0001649856-20-000001,https://www.sec.gov/Archives/edgar/data/1649856/000164985620000001/formc-ar.pdf,Greensbury Market Corp.,1649856,020-23601,"116,500",C-AR,20200430
0001650631-18-000002,https://www.sec.gov/Archives/edgar/data/1650631/000165063118000002/donegoodfilingpacket.pdf,"DoneGood, PBC",1650631,020-24590,"300,000",C,20180817
0001669191-18-000501,https://www.sec.gov/Archives/edgar/data/1651778/000166919118000501/otherfinancial.pdf,"Advanced Aesthetic Technologies, Inc.",1651778,020-24889,"78,120",C,20181113
0001669191-19-000048,https://www.sec.gov/Archives/edgar/data/1651778/000166919119000048/otherfinancial.pdf,"Advanced Aesthetic Technologies, Inc.",1651778,020-24889,"78,120",C/A,20190208
0001669191-19-000054,https://www.sec.gov/Archives/edgar/data/1651778/000166919119000054/otherfinancial.pdf,"Advanced Aesthetic Technologies, Inc.",1651778,020-24889,"78,120",C/A,20190215
0001669191-19-000064,https://www.sec.gov/Archives/edgar/data/1651778/000166919119000064/otherfinancial.pdf,"Advanced Aesthetic Technologies, Inc.",1651778,020-24889,"78,120",C/A,20190222
0001193125-19-128119,https://www.sec.gov/Archives/edgar/data/1651778/000119312519128119/d737245dex99.pdf,"Advanced Aesthetic Technologies, Inc.",1651778,020-24889,"78,120",C-AR,20190430
0001670254-16-000049,https://www.sec.gov/Archives/edgar/data/1651835/000167025416000049/document_11.pdf,Cleveland Whiskey LLC,1651835,020-22860,"731,164",C,20160520
0001670254-16-000049,https://www.sec.gov/Archives/edgar/data/1651835/000167025416000049/document_11.pdf,Cleveland Whiskey LLC,1651835,020-22860,"731,164",C,20160520
0001670254-16-000122,https://www.sec.gov/Archives/edgar/data/1651835/000167025416000122/document_14.pdf,Cleveland Whiskey LLC,1651835,020-22860,"731,164",C/A,20160913
0001670254-16-000122,https://www.sec.gov/Archives/edgar/data/1651835/000167025416000122/document_14.pdf,Cleveland Whiskey LLC,1651835,020-22860,"731,164",C/A,20160913
0001651835-17-000001,https://www.sec.gov/Archives/edgar/data/1651835/000165183517000001/clevelandwhiskeyformcar.pdf,Cleveland Whiskey LLC,1651835,020-22860,"731,164",C-AR,20170428
0001651835-17-000001,https://www.sec.gov/Archives/edgar/data/1651835/000165183517000001/clevelandwhiskeyformcar.pdf,Cleveland Whiskey LLC,1651835,020-22860,"731,164",C-AR,20170428
0001651835-18-000002,https://www.sec.gov/Archives/edgar/data/1651835/000165183518000002/FormCAR.pdf,Cleveland Whiskey LLC,1651835,020-22860,"731,164",C-AR,20180427
0001651835-18-000002,https://www.sec.gov/Archives/edgar/data/1651835/000165183518000002/FormCAR.pdf,Cleveland Whiskey LLC,1651835,020-22860,"731,164",C-AR,20180427
0001651835-19-000002,https://www.sec.gov/Archives/edgar/data/1651835/000165183519000002/2018FormCAR.pdf,Cleveland Whiskey LLC,1651835,020-22860,"731,164",C-AR,20190426
0001651835-19-000002,https://www.sec.gov/Archives/edgar/data/1651835/000165183519000002/2018FormCAR.pdf,Cleveland Whiskey LLC,1651835,020-22860,"731,164",C-AR,20190426
0001651835-20-000003,https://www.sec.gov/Archives/edgar/data/1651835/000165183520000003/2019FormCAR.pdf,Cleveland Whiskey LLC,1651835,020-22860,"731,164",C-AR,20200403
0001651835-20-000003,https://www.sec.gov/Archives/edgar/data/1651835/000165183520000003/2019FormCAR.pdf,Cleveland Whiskey LLC,1651835,020-22860,"731,164",C-AR,20200403
0001652039-19-000001,https://www.sec.gov/Archives/edgar/data/1652039/000165203919000001/loopedgar.pdf,"California Labs, Inc.",1652039,020-25545,"255,350",C,20190807
0001652039-19-000003,https://www.sec.gov/Archives/edgar/data/1652039/000165203919000003/formcaloop.pdf,"California Labs, Inc.",1652039,020-25545,"255,350",C/A,20190830
0001653582-18-000002,https://www.sec.gov/Archives/edgar/data/1653582/000165358218000002/energyfundersformc.pdf,"EF Resources, Inc.",1653582,020-24425,"386,600",C,20180627
0001653582-19-000002,https://www.sec.gov/Archives/edgar/data/1653582/000165358219000002/EFResourcesC-AR.pdf,"EF Resources, Inc.",1653582,020-24425,"386,600",C-AR,20190429
0001665160-17-000356,https://www.sec.gov/Archives/edgar/data/1653884/000166516017000356/offeringmemoformc.pdf,"EZ-Coco, LLC",1653884,020-23541,"41,138",C,20170817
0001665160-17-000379,https://www.sec.gov/Archives/edgar/data/1653884/000166516017000379/cocojack_ca.pdf,"EZ-Coco, LLC",1653884,020-23541,"41,138",C/A,20170824
0001665160-19-000346,https://www.sec.gov/Archives/edgar/data/1654124/000166516019000346/offeringmemoformc.pdf,Rayton Solar Inc.,1654124,020-25297,"1,070,000",C,20190410
0001665160-20-000494,https://www.sec.gov/Archives/edgar/data/1654124/000166516020000494/offeringmemoformc.pdf,Rayton Solar Inc.,1654124,020-25297,"1,070,000",C/A,20200429
0001665160-20-000377,https://www.sec.gov/Archives/edgar/data/1654124/000166516020000377/form_car.pdf,Rayton Solar Inc.,1654124,020-25297,"1,070,000",C-AR,20200423
0001669191-18-000116,https://www.sec.gov/Archives/edgar/data/1654300/000166919118000116/corporatebylaws.pdf,"ChoiceTrade Holdings, Inc.",1654300,020-24026,"341,417",C,20180301
0001669191-18-000116,https://www.sec.gov/Archives/edgar/data/1654300/000166919118000116/corporatebylaws.pdf,"ChoiceTrade Holdings, Inc.",1654300,020-24026,"302,044.50",C,20180301
0001669191-18-000123,https://www.sec.gov/Archives/edgar/data/1654300/000166919118000123/corporatebylaws.pdf,"ChoiceTrade Holdings, Inc.",1654300,020-24026,"341,417",C/A,20180301
0001669191-18-000123,https://www.sec.gov/Archives/edgar/data/1654300/000166919118000123/corporatebylaws.pdf,"ChoiceTrade Holdings, Inc.",1654300,020-24026,"302,044.50",C/A,20180301
0001669191-18-000136,https://www.sec.gov/Archives/edgar/data/1654300/000166919118000136/corporatebylaws.pdf,"ChoiceTrade Holdings, Inc.",1654300,020-24026,"341,417",C/A,20180305
